pl_name,stars,moons,disc_year,orbital period,radius,mass,equilibrium temp,solar radius,solar mass,rotational velocity,distance,gaia magnitude
GJ 581 e,1,0,2009,3.149,1.17,1.7,,0.33,0.31,2.1,6.2981,9.411
GJ 625 b,1,0,2017,14.628,1.49,2.82,,0.31,0.3,0.2,6.47249,9.13702
GJ 649 b,1,0,2009,600.1,10.8,81.99973,,0.5,0.51,,10.3796,8.81875
GJ 667 C b,3,0,2012,7.203,2.25,5.68,,,0.33,,7.24396,9.38033
GJ 667 C c,3,0,2013,28.14,1.77,3.8,,,0.33,,7.24396,9.38033
GJ 667 C e,3,0,2013,62.24,1.45,2.7,,,0.33,,7.24396,9.38033
GJ 667 C f,3,0,2013,39.026,1.45,2.7,,,0.33,,7.24396,9.38033
GJ 667 C g,3,0,2013,256.2,1.99,4.6,,,0.33,,7.24396,9.38033
GJ 674 b,1,0,2007,4.6938,3.33,11.09,,0.36,0.35,1,4.54896,8.33063
GJ 676 A b,2,0,2010,1051.44521,12.8,1840.86213,,0.69,0.63,1.6,16.0272,8.86517
GJ 676 A c,2,0,2016,13921.42302,12.3,4288.14087,,0.65,0.63,1.6,16.0272,8.86517
GJ 676 A d,2,0,2012,3.60076,1.78,3.81394,,0.65,0.63,1.6,16.0272,8.86517
GJ 676 A e,2,0,2012,35.47358,2.47,6.6744,,0.65,0.63,1.6,16.0272,8.86517
GJ 680 b,2,0,2022,17281.66514,12,7977.49302,,0.46,0.46,,9.67315,9.28322
GJ 682 b,1,0,2014,17.478,1.93,4.4,,0.3,0.27,,5.00671,9.57025
GJ 682 c,1,0,2014,57.32,2.89,8.7,,0.3,0.27,,5.00671,9.57025
GJ 685 b,1,0,2019,24.16,2.95,9,,0.54,0.55,1.33,14.3155,9.1671
GJ 687 b,1,0,2014,38.142,4.32,17.2,,0.42,0.4,,4.54939,8.02754
GJ 687 c,1,0,2020,727.562,4.14,16,,0.42,0.4,,4.54939,8.02754
GJ 720 A b,2,0,2021,19.466,3.77,13.64,401,0.56,0.57,0.99,15.5575,9.10496
GJ 724 b,1,0,2023,5.101284,3.27,10.75,611,0.52,0.53,2,16.9658,9.76915
GJ 740 b,1,0,2021,2.37756,1.53,2.96,829,0.56,0.58,0.92,11.1017,8.45636
GJ 806 b,1,0,2023,0.9263237,1.331,1.9,940,0.41,0.41,2,12.0445,9.82461
GJ 806 c,1,0,2023,6.64064,2.28,5.8,490,0.41,0.41,2,12.0445,9.82461
GJ 832 b,1,0,2008,3853,13.8,314.65012,,0.44,0.45,2.1,4.96435,7.73761
GJ 849 b,1,0,2006,1925.31,13.9,283.82077,,0.45,0.45,1,8.80058,9.2245
GJ 849 c,1,0,2014,5990,13.8,314.65012,,0.45,0.45,1,8.80058,9.2245
GJ 86 b,2,0,1999,15.76491,12.9,1404.8086,,0.77,0.93,2.37,10.7836,5.88516
GJ 876 b,1,0,1998,61.1166,13.3,723.2235,,0.3,0.32,0.16,4.67517,8.8753
GJ 876 c,1,0,2000,30.0881,14,226.9846,,0.3,0.32,0.16,4.67517,8.8753
GJ 876 d,1,0,2005,1.93778,2.51,6.83,,0.3,0.32,0.16,4.67517,8.8753
GJ 876 e,1,0,2010,124.26,3.92,14.6,,0.3,0.32,0.16,4.67517,8.8753
GJ 887 b,1,0,2020,9.262,1.88,4.2,468,0.47,0.49,2.5,3.29,6.52199
GJ 887 c,1,0,2020,21.789,2.67,7.6,352,0.47,0.49,2.5,3.29,6.52199
GJ 896 A b,2,0,2022,284.39,13.3,718.2922,,0.39,0.44,,6.26022,9.03758
GJ 900 b,3,0,2024,,12.4,3496.11248,,0.72,1.08,,20.8065,9.02571
GJ 9066 c,1,0,2020,771.36,9.6,66.74397,,0.16,0.15,2,4.471,10.6711
GJ 9404 b,1,0,2023,13.4586,3.48,11.9,,0.63,0.62,,23.8839,9.87021
GJ 96 b,1,0,2018,73.94,4.67,19.66,,0.58,0.6,,11.9315,8.63186
GJ 9689 b,1,0,2020,18.27,3.07,9.65,453,0.57,0.59,1.47,30.6203,10.5372
GJ 9714 b,1,0,2022,19240.75467,12.5,2988.54051,,0.66,0.67,,20.5121,8.8377
GJ 9827 b,1,0,2017,1.208974,1.44,4.28,1035,0.58,0.62,1.75,29.661,9.83773
GJ 9827 c,1,0,2017,3.648103,1.13,1.86,716,0.58,0.62,1.75,29.661,9.83773
GJ 9827 d,1,0,2017,6.201812,1.89,3.02,600,0.58,0.62,1.75,29.661,9.83773
GPX-1 b,1,0,2021,1.744579,16.477,6261.21962,2300,1.56,1.68,40,655.013,12.2228
GQ Lup b,1,0,2004,,33.6,6356,2650,1.94,0.7,6.33,151.169,11.2608
GSC 06214-00210 b,1,0,2010,,20.176,5000,2300,0.9,0.9,4.24,108.5,11.8633
GU Psc b,1,0,2014,,14.179,3591.3,1050,0.45,0.33,23,47.5501,12.9656
Gaia-1 b,1,0,2022,3.052524,13.776,533.95172,,0.95,0.95,,363.66,12.9988
Gaia-2 b,1,0,2022,3.6915224,14.818,259.66581,1213,1.06,1,,209.229,11.1968
Gaia22dkvL b,1,0,2024,,14.1,187.83659,,,1.15,,1270,
Gl 378 b,1,0,2019,3.822,3.66,13.02,830,0.56,0.56,,14.9545,9.26515
Gl 49 b,2,0,2019,13.8508,2.24,5.63,,0.51,0.52,2,9.8528,8.66282
Gl 686 b,1,0,2018,15.53,2.46,6.624,379,0.43,0.43,2.49,8.15728,8.73899
Gliese 12 b,1,0,2024,12.761408,0.958,3.87,315,0.26,0.24,2,12.21,11.3963
HAT-P-1 b,2,0,2006,4.46529976,14.785,166.86075,1322,1.17,1.15,2.2,158.979,10.1786
HAT-P-11 b,1,0,2008,4.88780244,4.36,26.69772,838,0.68,0.81,1.5,37.7647,9.15098
HAT-P-11 c,1,0,2018,3407,13.3,731.009,,0.68,0.81,1.5,37.7647,9.15098
HAT-P-12 b,1,0,2009,3.2130598,10.749,67.059,963,0.7,0.73,0.5,142.751,12.4197
HAT-P-13 b,1,0,2009,2.91625,14.258,270.462,1740,1.76,1.32,1.66,246.81,10.4168
HAT-P-13 c,1,0,2009,446.27,12.3,4538.421,340,1.76,1.32,1.66,246.81,10.4168
HAT-P-14 b,2,0,2010,4.62767,15.917,1093.3352,1624,1.82,2.65,8.18,222.663,9.87283
HAT-P-15 b,1,0,2010,10.8635,11.882,616.5902,904,1.07,1,2,192.516,11.7232
HAT-P-16 b,3,0,2010,2.77596,14.448,1332.605,1626,1.24,1.22,3.5,226.637,10.7568
HAT-P-17 b,1,0,2010,10.33852,11.769,184.3414,792,0.87,0.99,0.3,92.3831,10.2743
HAT-P-17 c,1,0,2010,5584,13.1,1080.6,,0.84,0.92,0.3,92.3831,10.2743
HAT-P-18 b,1,0,2010,5.508023,11.153,62.61,852,0.75,0.77,0.5,161.4,12.3682
HAT-P-19 b,1,0,2010,4.00878322,11.299,88.03847,981,0.77,0.81,0.7,202.078,12.5567
HAT-P-2 b,1,0,2007,5.6335158,10.66,2866.81223,1540,1.39,1.33,20.8,127.774,8.59842
HAT-P-2 c,1,0,2023,8500,12.4,3400.76395,,1.42,1.33,20.8,127.774,8.59842
HAT-P-20 b,1,0,2010,2.875317,9.718,2302.899,970,0.69,0.76,2.1,71.0374,10.9903
HAT-P-21 b,1,0,2010,4.12448,12.442,1547.8321,1283,1.21,1.24,3.5,277.278,11.5583
HAT-P-22 b,2,0,2010,3.21222,12.89,785.0401,1463,1.11,1.13,0.5,81.7647,9.51936
HAT-P-23 b,1,0,2010,1.212884,15.334,664.237,2056,1.2,1.13,8.1,364.813,12.1741
HAT-P-24 b,2,0,2010,3.35524,14.572,238.3725,1637,1.38,1.37,10,415.344,11.6396
HAT-P-25 b,1,0,2010,3.65281514,12.722,180.84527,1182,0.92,1.01,0.5,300.384,12.8416
HAT-P-26 b,1,0,2010,4.23452,7.062,22.2481,1001,0.87,1.12,1.8,141.837,11.4641
HAT-P-27 b,2,0,2011,3.039577,11.43,197.05,1092,0.86,0.92,0.4,199.173,11.9562
HAT-P-28 b,1,0,2011,3.257215,13.585,198.953,1384,1.1,1.03,0.2,401.319,12.8718
HAT-P-29 b,2,0,2011,5.72319,13.115,279.6904,1271,1.3,1.45,3.9,313.576,11.7336
HAT-P-3 b,2,0,2007,2.8997,10.536,206.5895,1189,0.87,1.06,1.4,134.554,11.2795
HAT-P-30 b,2,0,2011,2.8106,16.141,263.7989,1630,1.31,1.55,2.2,213.985,10.2998
HAT-P-31 b,1,0,2011,5.00542,12.218,721.4741,1450,1.39,1.31,0.5,344.05,11.4501
HAT-P-32 b,2,0,2011,2.1500082,22.194,216.1244,1836,1.37,1.13,20.7,289.205,11.1335
HAT-P-33 b,2,0,2011,3.47447,20.737,292.4036,1782,1.79,1.82,13.7,396.11,11.0238
HAT-P-34 b,1,0,2011,5.452654,13.417,1058.3739,1520,1.53,1.39,24,249.325,10.1944
HAT-P-35 b,3,0,2011,3.646706,14.93,335.62848,1581,1.44,1.24,0.5,506.965,12.2802
HAT-P-36 b,1,0,2011,1.32734683,14.314,587.41341,1781,1.04,1.03,3.58,294.419,12.093
HAT-P-37 b,1,0,2011,2.797436,13.204,371.528,1271,0.88,0.93,3.07,390.594,13.2615
HAT-P-38 b,1,0,2012,4.640382,9.247,84.857,1082,0.92,0.89,0.4,255.206,12.3021
HAT-P-39 b,2,0,2012,3.54387,17.609,190.372,1752,1.62,1.4,12.7,697.004,12.2269
HAT-P-4 b,2,0,2007,3.056536,14.28,213.255,1686,1.62,0.56,5.83,320.451,11.0634
HAT-P-40 b,1,0,2012,4.45724,17.038,152.5584,1770,1.94,1.03,6.9,464.469,11.4162
HAT-P-41 b,2,0,2012,2.69405,22.978,378.2177,1941,2.05,2.56,19.6,348.185,10.939
HAT-P-42 b,1,0,2012,4.641878,14.348,331.801,1428,1.53,1.18,3.5,405.238,12.0031
HAT-P-43 b,1,0,2012,3.3326414,13.63,210.395,1353,1.08,1.03,2.4,528.825,13.2165
HAT-P-44 b,1,0,2014,4.301219,13.922,111.871,1108,0.95,0.94,0.2,347.85,12.9729
HAT-P-44 c,1,0,2014,872.2,13,1271.3,,0.95,0.94,0.2,347.85,12.9729
HAT-P-45 b,1,0,2014,3.128992,15.984,283.492,1652,1.32,1.26,9.3,298.64,12.3977
HAT-P-46 b,1,0,2014,4.463129,14.392,156.684,1458,1.4,1.28,4.9,290.736,11.6843
HAT-P-49 b,1,0,2014,2.69155,17.822,699.226,2131,2.06,2.22,16,350.351,10.2071
HAT-P-5 b,1,0,2007,2.78849,13.563,311.4734,1539,1.12,1.04,2.6,303.336,11.8224
HAT-P-50 b,1,0,2015,3.1220109,14.437,429.0705,1862,1.7,1.27,8.9,515.458,11.6722
HAT-P-51 b,1,0,2015,4.21802091,13.507,97.57332,1168,0.99,0.96,1.7,440.089,13.2846
HAT-P-52 b,1,0,2015,2.7535953,11.31,259.98494,1218,0.89,0.89,0.6,361.155,13.787
HAT-P-53 b,1,0,2015,1.9616241,14.773,471.65972,1778,1.21,1.09,4.1,666.802,13.5142
HAT-P-54 b,1,0,2015,3.799847,10.581,241.5508,818,0.62,0.65,2.35,143.651,13.0172
HAT-P-55 b,1,0,2015,3.5852313,14.841,189.42573,1367,1.1,1.03,1.8,511.388,13.0955
HAT-P-56 b,1,0,2015,2.79083,16.926,734.1873,1840,1.47,1.42,40.06,320.639,10.8245
HAT-P-57 b,3,0,2015,2.4653,19.504,448.1403,2200,1.85,2.77,102.1,279.86,10.4253
HAT-P-58 b,1,0,2021,4.0138379,14.93,118.23217,1622,1.53,1.03,,515.59,12.7202
HAT-P-59 b,1,0,2021,4.1419771,12.588,489.45575,1278,1.1,1.01,,265.471,11.6787
HAT-P-6 b,1,0,2007,3.85298,16.589,419.5356,1675,1.62,1.79,7.8,275.358,10.3056
HAT-P-60 b,1,0,2021,4.7947813,18.282,182.43351,1772,2.2,1.44,,233.22,9.56355
HAT-P-61 b,1,0,2021,1.90231289,10.077,335.94463,1505,0.94,1,,338.84,12.9386
HAT-P-62 b,1,0,2021,2.6453235,12.027,241.86742,1512,1.17,1.02,,348.815,12.4362
HAT-P-63 b,1,0,2021,3.377728,12.543,195.14664,1237,0.97,0.93,,403.458,13.5106
HAT-P-64 b,1,0,2021,4.007232,19.089,184.34048,1766,1.74,1.3,,651.897,12.6221
HAT-P-65 b,1,0,2016,2.60544751,18.058,176.07694,1818,1.67,1.3,7.1,738.519,12.9952
HAT-P-66 b,1,0,2016,2.972086,17.822,248.86089,1896,1.88,1.26,7.57,935.456,12.8922
HAT-P-67 b,2,0,2017,4.8101025,23.371,108.0622,1903,2.55,1.64,35.8,371.686,9.97496
HAT-P-68 b,1,0,2020,2.29840551,12.016,230.10892,1028,0.67,0.68,0,202.152,13.5442
HAT-P-69 b,1,0,2019,4.7869491,18.786,1137.8314,1930,1.93,1.65,77.44,341.263,9.77332
HAT-P-7 b,2,0,2008,2.20474,16.926,584.8072,2733,2,1.56,3.8,341.079,10.3654
HAT-P-70 b,1,0,2019,2.74432452,20.961,2154.8874,2562,1.86,1.89,99.85,330.739,9.45174
HAT-P-8 b,3,0,2008,3.07634,15.693,406.8224,1700,1.57,1.27,11.5,211.553,10.1489
HAT-P-9 b,1,0,2008,3.92281072,15.614,238.05467,1540,1.34,1.28,11.9,455.203,12.1536
HATS-1 b,1,0,2012,3.446459,14.594,589.55,1359,1.04,0.99,2.52,283.971,11.9363
HATS-10 b,1,0,2015,3.312846,10.862,167.17858,1407,1.1,1.1,5.68,534.889,12.9838
HATS-11 b,1,0,2016,3.619188,18.03,263.7989,1596,1.54,1.33,3.8,944.603,13.8333
HATS-12 b,1,0,2016,3.142702,7.76,759.6137,1446,1.17,1.16,6.57,746.138,12.6766
HATS-13 b,1,0,2015,3.0440499,13.585,172.58169,1244,0.89,0.96,2.82,421.855,13.6799
HATS-14 b,1,0,2015,2.7667641,11.646,340.39593,1276,0.93,0.97,3.8,513.011,13.7712
HATS-15 b,1,0,2016,1.74748753,12.386,689.6911,1505,0.92,0.87,4.18,1139.55,14.6473
HATS-16 b,1,0,2016,2.686502,14.572,1039.3041,1592,1.24,0.97,6.17,757.044,13.6864
HATS-17 b,1,0,2016,16.254611,8.709,425.25654,814,1.09,1.13,3.73,400.331,12.2179
HATS-18 b,1,0,2016,0.83784,14.897,629.14449,2069,1.02,1.04,6.23,624.368,13.8786
HATS-2 b,1,0,2013,1.35413379,12.576,435.42492,1550,0.88,0.9,1.5,341.925,13.3419
HATS-22 b,1,0,2017,4.7228124,10.682,870.8542,858,0.69,0.76,0.5,229.518,13.1225
HATS-23 b,1,0,2017,2.1605156,20.849,467.2101,1654,1.2,1.12,4.62,639.004,13.752
HATS-24 b,1,0,2017,1.3484978,15.637,718.2958,2166,1.12,1.07,9.44,494.182,12.6911
HATS-25 b,1,0,2016,4.2986432,14.123,194.82979,1277,1.11,0.99,3.88,471.158,12.9353
HATS-26 b,1,0,2016,3.3023881,19.616,206.5895,1918,2.04,1.3,7.48,861.843,12.8431
HATS-27 b,1,0,2016,4.637038,16.814,168.4499,1659,1.74,1.42,9.32,816.988,12.6792
HATS-28 b,1,0,2016,3.1810781,13.384,213.58176,1253,0.92,0.93,2.6,535.383,13.7929
HATS-29 b,1,0,2016,4.6058749,14.022,207.54299,1212,1.07,1.03,2.35,353.891,12.4594
HATS-3 b,1,0,2013,3.547851,15.48,340.382,1648,1.4,1.21,9.12,411.211,11.8914
HATS-30 b,2,0,2016,3.1743516,13.171,224.38798,1414,1.06,1.09,4.11,342.14,12.0815
HATS-31 b,1,0,2016,3.37796,18.383,279.6904,1823,1.87,1.28,7.01,773.974,12.9613
HATS-32 b,1,0,2016,2.8126548,14,292.4036,1437,1.1,1.1,3.56,745.116,14.2166
HATS-33 b,1,0,2016,2.5495551,13.787,378.85336,1429,1.02,1.06,3.87,248.46,11.7082
HATS-34 b,1,0,2016,2.1061607,16.029,299.07803,1445,0.98,0.96,4.07,508.842,13.679
HATS-35 b,1,0,2016,1.8209993,16.41,388.38826,2037,1.43,1.32,8.66,514.555,12.4605
HATS-36 b,1,0,2018,4.175186,12.92,1022.14128,1203,1.1,1.1,4.98,856.436,14.233
HATS-37 A b,2,0,2020,4.3315366,6.793,31.46517,1085,0.88,0.84,3.98,211.896,11.9978
HATS-38 b,1,0,2020,4.375021,6.882,23.51942,1294,1.1,0.89,3.1,343.525,12.2781
HATS-39 b,1,0,2018,4.5776348,17.598,200.2329,1645,1.62,1.38,7.75,878.521,12.6539
HATS-4 b,1,0,2014,2.516729,11.433,420.471,1315,0.93,1,0.7,416.459,13.2862
HATS-40 b,1,0,2018,3.2642736,17.71,505.3497,2101,2.26,1.56,9.52,1342.29,13.2842
HATS-41 b,1,0,2018,4.193649,14.908,3082.951,1710,1.71,1.5,19.21,737.668,12.5892
HATS-42 b,1,0,2018,2.292102,15.693,597.5204,1856,1.48,1.27,6.04,800.377,13.5627
HATS-43 b,1,0,2018,4.3888497,13.227,82.95363,1003,0.81,0.84,1.11,362.273,13.4014
HATS-44 b,1,0,2018,2.7439004,11.96,177.9848,1161,0.85,0.86,0.5,446.035,14.1595
HATS-45 b,1,0,2018,4.1876244,14.415,222.481,1518,1.32,1.27,9.9,772.11,13.2385
HATS-46 b,1,0,2018,4.7423729,10.122,54.98459,1054,0.85,0.92,0.9,453.808,13.527
HATS-47 b,1,0,2020,3.9228038,12.52,117.27927,853,0.66,0.67,2.47,300.67,14.3998
HATS-48 A b,2,0,2020,3.1316666,8.967,77.23269,955,0.72,0.73,0.73,263.609,13.8951
HATS-49 b,1,0,2020,4.1480467,8.575,112.19399,835,0.7,0.71,0.5,324.413,14.5449
HATS-5 b,1,0,2014,4.763387,10.223,75.323,1025,0.87,0.94,0.8,246.384,12.4288
HATS-50 b,1,0,2017,3.8297015,12.666,123.9537,,1.12,1.17,3.76,756.742,13.8936
HATS-51 b,1,0,2017,3.3488702,15.805,244.09344,1553,1.44,1.19,3.98,389.57,12.3293
HATS-52 b,1,0,2017,1.36665436,15.491,711.9392,1834,1.05,1.11,4.59,555.134,13.6269
HATS-53 b,1,0,2017,3.8537768,15.02,189.10885,1312,1.1,0.96,2.5,585.77,13.6564
HATS-54 b,1,0,2019,2.5441765,11.377,239.32479,1429,1.23,1.05,2.5,748.585,13.7762
HATS-55 b,1,0,2019,4.2042001,14.022,292.72143,1367,1.13,1.2,5.01,609.838,13.3498
HATS-56 b,1,0,2019,4.324799,18.921,191.33366,1902,2.2,1.57,6.49,564.409,11.4877
HATS-57 b,1,0,2019,2.350621,12.767,1000.21101,1413,0.96,1.03,4.09,279.485,12.1816
HATS-58 A b,2,0,2019,4.2180896,12.274,327.3649,1721,1.43,1.46,6.22,403.591,11.7679
HATS-59 b,1,0,2018,5.416081,12.621,256.17098,1128,1.04,1.04,2.8,642.884,13.7854
HATS-59 c,1,0,2018,1422,12.3,4036.441,176,1.04,1.04,2.8,642.884,13.7854
HATS-6 b,1,0,2015,3.3252725,11.187,101.38777,713,0.57,0.57,,169.318,14.3601
HATS-60 b,1,0,2018,3.560829,12.924,210.40346,1528,1.46,1.1,3.84,486.474,12.5004
HATS-61 b,1,0,2018,7.817953,13.395,1080.622,1226,1.66,1.08,3.52,679.761,13.0682
HATS-62 b,1,0,2018,3.2768837,11.825,56.89157,1237,0.93,0.9,0.5,523.067,13.8321
HATS-63 b,1,0,2018,3.0566527,13.529,305.1168,1398,1.07,0.93,1.77,623.232,13.7213
HATS-64 b,1,0,2018,4.908897,18.82,305.1168,1793,2.11,1.56,12.65,1080.15,12.839
HATS-65 b,2,0,2018,3.105161,16.825,260.93843,1634,1.31,1.26,7.83,493.32,12.3793
HATS-66 b,1,0,2018,3.1414391,15.816,1694.0339,1998,1.84,1.41,12.86,1477.98,14.0086
HATS-67 b,1,0,2018,1.6091788,18.887,460.8535,2193,1.44,1.44,5.19,960.109,13.5596
HATS-68 b,1,0,2018,3.5862202,13.809,410.0007,1741,1.75,1.35,7.42,603.955,12.1631
HATS-69 b,1,0,2018,2.2252577,10.593,183.38791,1296,0.88,0.89,2.55,414.537,13.7643
HATS-7 b,1,0,2015,3.185315,6.311,38.1396,1084,0.82,0.85,0.5,240.707,13.0499
HATS-70 b,1,0,2019,1.8882378,15.513,4100.007,2730,1.88,1.78,40.61,1458.83,12.586
HATS-71 b,1,0,2020,3.7955202,11.478,117.5971,587,0.48,0.49,,140.225,15.3512
HATS-72 b,1,0,2020,7.3279474,8.097,39.85588,739,0.72,0.73,0.8,127.589,12.0725
HATS-74 A b,2,0,2021,1.73185606,11.568,464.02947,895,0.58,0.6,,299.389,15.9837
HATS-75 b,1,0,2021,2.7886556,9.909,156.05375,772,0.58,0.6,,194.964,14.9033
HATS-76 b,1,0,2021,1.9416423,12.094,835.57088,940,0.63,0.66,,385.689,15.7942
HATS-77 b,1,0,2021,3.0876262,13.058,436.69623,828,0.64,0.66,,436.176,15.7364
HATS-8 b,1,0,2015,3.583893,9.785,43.86054,1324,1.09,1.06,2,794.637,14.337
HATS-9 b,1,0,2015,1.915291,13.85,266.02371,1746,1.56,1.1,4.58,638.7,13.0983
HD 100546 b,1,0,2014,,77.342,2701.54146,,1.85,2.4,,109.677,6.65514
HD 100655 b,2,0,2011,157.57001,13.5,511.7063,,10.06,2.28,1.6,137.178,6.17883
HD 100777 b,1,0,2007,383,13.7,390.92894,,1.04,1.08,1.8,49.5336,8.2387
HD 10180 c,1,0,2010,5.75969,3.68,13.1,,1.11,1.06,3,38.9607,7.17261
HD 10180 d,1,0,2010,16.357,3.45,11.75,,1.11,1.06,3,38.9607,7.17261
HD 10180 e,1,0,2010,49.748,5.39,25.1,,1.11,1.06,3,38.9607,7.17261
HD 10180 f,1,0,2010,122.744,5.24,23.9,,1.11,1.06,3,38.9607,7.17261
HD 10180 g,1,0,2010,604.67,4.91,21.4,,1.11,1.06,3,38.9607,7.17261
HD 10180 h,1,0,2010,2205,9.4,64.4,,1.11,1.06,3,38.9607,7.17261
HD 101930 b,2,0,2005,70.46,10.6,79.4575,,0.86,0.57,0.7,30.0274,7.96664
HD 102117 b,1,0,2005,20.8133,8.47,54.0311,,1.23,1.06,0.88,39.5792,7.28191
HD 102195 b,1,0,2006,4.11377,14.2,130.3103,,0.82,0.76,3.23,29.3386,7.84665
HD 102272 b,1,0,2008,127.58,12.9,1570.0802,,10.3,1.45,3,347.097,8.40499
HD 102329 b,1,0,2011,778.09998,12.6,2593.4928,,9.82,3.21,2.6,217.107,7.58172
HD 102329 c,1,0,2018,1123,13.5,483.1016,,6.3,1.3,2.6,217.107,7.58172
HD 102365 b,2,0,2010,122.1,4.14,16,,0.95,0.85,0.7,9.2894,4.71107
HD 102843 b,1,0,2019,3090.942,13.1,113.9,,0.96,0.95,,62.758,9.04883
HD 102956 b,2,0,2010,6.4947,13.8,305.1168,,4.55,1.66,,121.89,7.60844
HD 103197 b,1,0,2009,47.84,5.83,28.6047,,0.88,0.8,,57.1463,9.16421
HD 103720 b,1,0,2014,4.5557,14.1,197.046,,0.73,0.79,0.42,45.5352,9.22376
HD 103774 b,2,0,2013,5.8881,13.3,116,,1.58,1.33,8.1,56.4089,7.00938
HD 103891 b,1,0,2022,1919,13.2,918.5241,,2.22,1.28,2.8,55.5213,6.436
HD 103949 b,1,0,2019,120.878,3.35,11.2,,0.75,0.77,,26.4997,8.38479
HD 104067 b,1,0,2009,55.851,9.2,62.1,,0.78,0.82,2.32,20.3632,7.62029
HD 104067 c,1,0,2024,13.8992,3.69,13.2,,0.78,0.82,2.32,20.3632,7.62029
HD 10442 b,1,0,2014,1032.3,13.6,472.61321,,1.97,1.01,,135.374,7.57742
HD 104985 b,1,0,2003,199.68,12.8,1766.80811,,11.12,1.22,,100.576,5.49698
HD 105618 b,1,0,2022,10.02245,5.44,25.42627,,1.27,1.01,,70.0837,8.46692
HD 105618 c,1,0,2022,77114.07158,11.9,8419.59233,,1.27,1.01,,70.0837,8.46692
HD 105779 b,1,0,2022,2412,14.1,203.41018,,0.94,0.89,2,55.2411,8.49018
HD 106252 b,1,0,2002,1531,12.5,3178.28407,,1.1,1.01,1.9,38.185,7.26281
HD 106270 b,1,0,2011,1888,12.4,3623.24384,,2.66,1.39,3.13,93.808,7.39531
HD 106315 b,1,0,2017,9.55237,2.44,12.6,1153,1.3,1.09,12.71,109.353,8.88841
HD 106315 c,1,0,2017,21.05704,4.35,15.2,886,1.3,1.09,12.71,109.353,8.88841
HD 10647 b,1,0,2006,989.2,13.8,298.75,,1.1,1.11,4.9,17.3357,5.38178
HD 106515 A b,2,0,2012,3586.86089,12.5,3025.09078,,0.91,0.93,1,34.0915,7.7777
HD 106906 b,1,0,2013,,12.4,3496,1800,2.12,1.5,49.12,103.029,7.68639
HD 10697 b,1,0,1999,1075.3799,12.8,1825.28854,,1.86,0.99,2.5,33.1205,6.10286
HD 107148 b,2,0,2005,48.056,9.6,66.741,,1.17,1.12,0.73,49.4156,7.85111
HD 107148 c,2,0,2021,18.3267,4.7,19.89606,,1.17,1.11,0.7,49.4156,7.85111
HD 108147 b,1,0,2002,10.8985,10.9,82.95,890,1.21,1.22,5.3,38.92,6.85345
HD 108202 b,1,0,2023,2990,13.1,953.48522,,0.66,0.74,,38.6846,9.78272
HD 108236 b,1,0,2020,3.795963,1.615,3.24,1099,0.88,0.87,4.7,64.5978,9.08745
HD 108236 c,1,0,2020,6.203449,2.071,4.94,932,0.88,0.87,4.7,64.5978,9.08745
HD 108236 d,1,0,2020,14.175685,2.539,6.98,708,0.88,0.87,4.7,64.5978,9.08745
HD 108236 e,1,0,2020,19.590025,3.083,9.71,636,0.88,0.87,4.7,64.5978,9.08745
HD 108236 f,1,0,2021,29.54115,2.017,4.72,,0.88,0.87,4.7,64.5978,9.08745
HD 108341 b,2,0,2014,1129,13.3,715.11392,,0.79,0.84,2,48.9102,9.14337
HD 108863 b,1,0,2011,437.7,13.3,767.24162,,5.74,1.59,1.06,164.742,7.45422
HD 108874 b,1,0,2002,394.48123,13.6,451.3186,,1.05,1.1,2.2,59.5175,8.57502
HD 108874 c,1,0,2005,1624,13.8,314.64,,1.09,0.95,2.2,59.5175,8.57502
HD 109246 b,1,0,2010,68.27,13.9,273.3338,,1.07,1.2,3,67.8349,8.5873
HD 109271 b,1,0,2013,7.8543,4.31,17.162,,1.29,1.05,2.7,55.8716,7.87816
HD 109271 c,1,0,2013,30.93,5.27,24.154,,1.29,1.05,2.7,55.8716,7.87816
HD 109286 b,1,0,2021,520.1,13.2,950.30694,259,1.09,0.98,3.8,55.4156,8.61599
HD 109749 b,2,0,2005,5.239891,11.1,85.8141,,1.22,1.13,2,63.0821,8.02456
HD 10975 b,1,0,2021,283.8,14.3,143.02278,,11.16,1.41,1.69,116.506,5.67103
HD 109833 b,1,0,2022,9.188526,2.888,8.69,811,1,1.08,10.5,79.5561,9.13657
HD 109833 c,1,0,2022,13.900148,2.59,7.22,757,1,1.08,10.5,79.5561,9.13657
HD 109988 b,1,0,2022,17132.15854,12.1,6935.33367,,0.87,0.88,,42.5279,8.6605
HD 110014 b,1,0,2009,835.477,12.4,3524.59,,20.9,2.17,2,100.758,4.31048
HD 110067 b,3,0,2023,9.113678,2.2,5.69,800,0.79,0.8,2.5,32.1585,8.17208
HD 110067 c,3,0,2023,13.673694,2.388,6.3,699,0.79,0.8,2.5,32.1585,8.17208
HD 110067 d,3,0,2023,20.519617,2.852,8.52,602,0.79,0.8,2.5,32.1585,8.17208
HD 110067 e,3,0,2023,30.793091,1.94,3.9,533,0.79,0.8,2.5,32.1585,8.17208
HD 110067 f,3,0,2023,41.05854,2.601,5.04,489,0.79,0.8,2.5,32.1585,8.17208
HD 110067 g,3,0,2023,54.76992,2.607,8.4,440,0.79,0.8,2.5,32.1585,8.17208
